Income,DebtToIncomeRatio,UtilityTimeliness,SocialSentiment,GeolocationScore,Default
44951,0.15,1,0.81,0.63,0
52413,0.71,0,0.54,0.78,0
54801,0.45,1,0.74,0.75,1
75619,0.41,1,0.74,0.87,0
52913,0.53,0,0.82,0.43,0
132573,0.54,0,0.75,0.82,1
139076,0.19,1,0.33,0.84,0
60600,0.63,1,0.64,0.44,1
77775,0.29,1,0.41,0.72,0
110816,0.73,1,0.93,0.55,0
149972,0.67,1,0.47,0.88,0
110093,0.34,1,0.57,0.43,1
132590,0.67,1,0.43,0.49,1
55400,0.35,1,0.39,0.46,0
24494,0.17,1,0.69,0.44,0
100688,0.77,1,0.62,0.76,0
142744,0.56,1,0.54,0.92,0
109431,0.42,1,0.36,0.71,0
94691,0.38,1,0.78,0.53,0
117419,0.33,1,0.3,0.61,0
128730,0.79,0,0.6,0.62,0
63001,0.19,1,0.71,0.67,0
87364,0.32,0,0.58,0.65,0
144988,0.44,0,0.38,0.8,0
65028,0.43,1,0.81,0.6,0
127434,0.43,1,0.51,0.8,0
117659,0.22,0,0.39,0.73,0
57573,0.2,0,0.66,0.43,0
20806,0.28,1,0.31,0.95,0
144343,0.74,1,0.51,0.51,0
76638,0.18,0,0.79,0.67,1
148301,0.63,0,0.89,0.97,0
146295,0.63,0,0.68,0.55,0
126506,0.67,0,0.44,0.41,0
49757,0.72,0,0.44,0.69,1
54636,0.28,1,0.69,0.53,1
100097,0.26,0,0.56,0.75,1
68280,0.43,0,0.42,0.89,0
44262,0.29,1,0.81,0.71,0
100435,0.61,1,0.43,0.79,0
82211,0.55,0,0.51,0.8,0
74842,0.71,0,0.34,0.89,0
148583,0.16,1,0.76,0.81,0
76979,0.74,1,0.48,0.99,1
134524,0.31,1,0.45,0.67,0
101470,0.44,1,0.5,0.43,0
58197,0.41,1,0.87,0.64,0
61844,0.63,1,0.64,0.9,0
84754,0.39,1,0.4,0.48,0
121868,0.76,0,0.8,0.84,0
54157,0.73,1,0.44,0.72,1
97129,0.71,0,0.57,0.94,1
60042,0.15,0,0.67,0.84,0
81665,0.7,1,0.68,0.8,1
135512,0.65,0,0.34,0.93,1
136953,0.17,0,0.84,0.94,0
102856,0.18,1,0.61,0.63,0
47376,0.17,1,0.94,0.96,1
129049,0.11,0,0.77,0.43,0
75554,0.48,0,0.95,0.86,0
34199,0.78,0,0.59,0.6,0
138533,0.41,0,0.39,0.69,0
101412,0.48,1,0.77,0.9,0
70948,0.78,0,0.81,0.78,0
93781,0.28,1,0.85,0.67,0
92750,0.7,0,0.5,0.5,0
86262,0.48,1,0.63,0.96,0
137424,0.5,1,0.86,0.6,1
66600,0.34,1,0.86,0.46,0
96898,0.49,1,0.32,0.74,0
82483,0.15,1,0.74,0.64,0
38297,0.64,1,0.69,0.75,0
50448,0.3,1,0.35,0.54,0
46172,0.72,0,0.9,0.63,0
62874,0.36,0,0.59,0.98,0
27657,0.2,0,0.74,0.96,0
104386,0.59,0,0.87,0.92,0
145617,0.22,1,0.38,0.87,0
45425,0.63,1,0.86,0.49,0
46685,0.78,1,0.77,0.68,0
142000,0.65,0,0.85,0.84,0
132855,0.12,0,0.62,0.56,0
44578,0.52,0,0.32,0.42,0
48831,0.59,1,0.74,0.65,0
27906,0.68,1,0.54,0.66,0
81413,0.14,0,0.56,0.44,0
74028,0.44,1,0.59,0.59,0
27287,0.47,1,0.62,0.95,0
53660,0.22,1,0.73,0.55,0
95758,0.33,0,0.77,0.74,1
80504,0.41,1,0.8,0.69,0
79720,0.68,0,0.74,0.92,0
122979,0.75,1,0.82,0.79,0
54701,0.54,1,0.38,0.5,0
103300,0.38,1,0.84,0.49,0
130177,0.28,0,0.55,0.73,0
37674,0.79,0,0.64,0.43,0
103560,0.79,1,0.58,0.64,0
131543,0.75,1,0.61,0.64,0
43874,0.65,1,0.49,0.52,0
63642,0.33,1,0.41,0.58,0
143867,0.67,1,0.37,0.6,0
117820,0.39,1,0.59,0.41,0
85160,0.33,1,0.38,0.88,0
37602,0.62,1,0.46,0.97,0
123320,0.16,1,0.39,0.57,0
108801,0.13,0,0.37,0.47,0
45931,0.41,1,0.87,0.97,0
114377,0.41,1,0.74,0.84,0
49192,0.73,0,0.9,0.93,0
66542,0.19,1,0.72,0.62,1
147015,0.19,1,0.85,0.69,0
62520,0.2,1,0.66,0.96,0
84772,0.12,1,0.6,0.68,0
78762,0.15,0,0.64,0.8,1
70106,0.56,1,0.51,0.82,0
101121,0.4,0,0.73,0.9,0
45559,0.63,1,0.88,0.99,0
125595,0.79,1,0.81,0.6,0
53742,0.56,1,0.6,0.55,0
89669,0.14,1,0.92,0.45,0
100199,0.17,0,0.94,0.91,0
41754,0.72,0,0.62,0.58,1
23972,0.47,0,0.86,0.43,0
90831,0.68,1,0.3,0.92,0
132217,0.7,1,0.34,0.71,0
61873,0.75,1,0.31,0.9,0
114661,0.76,1,0.8,0.73,0
126532,0.49,1,0.35,0.59,1
146267,0.34,0,0.31,0.48,0
29903,0.77,1,0.4,0.66,0
23020,0.48,0,0.5,0.42,0
61755,0.14,1,0.6,0.76,0
105956,0.55,0,0.34,0.66,0
106988,0.51,1,0.62,0.48,1
65648,0.73,0,0.46,0.72,0
123537,0.56,0,0.48,0.88,1
145991,0.34,1,0.83,0.98,0
29516,0.78,0,0.94,0.72,1
132863,0.66,1,0.6,0.48,0
135005,0.54,1,0.51,0.89,0
22396,0.31,1,0.91,0.82,0
104082,0.36,1,0.63,0.97,0
39129,0.57,1,0.77,0.72,0
148322,0.15,0,0.57,0.61,0
21591,0.28,0,0.43,0.98,0
31303,0.6,1,0.73,0.72,0
50561,0.44,1,0.73,0.41,0
91719,0.38,1,0.6,0.68,1
138618,0.21,1,0.48,0.4,0
112108,0.41,1,0.84,0.84,1
148748,0.64,1,0.48,0.74,1
119616,0.28,1,0.73,0.47,0
144165,0.1,1,0.55,0.89,0
106231,0.57,1,0.61,0.72,0
27314,0.78,1,0.44,0.47,0
137071,0.52,1,0.72,0.5,0
39623,0.18,0,0.45,0.89,0
87675,0.32,1,0.62,0.61,1
132992,0.71,0,0.51,0.89,1
116826,0.26,0,0.93,0.44,0
85082,0.53,1,0.94,0.55,1
149839,0.38,0,0.79,0.86,0
103624,0.25,1,0.94,0.79,1
125228,0.67,1,0.37,0.58,0
53130,0.62,1,0.95,0.96,0
71756,0.56,1,0.37,0.53,0
117624,0.27,1,0.57,0.91,0
46292,0.17,1,0.46,0.82,0
131785,0.5,1,0.92,0.47,1
147331,0.49,0,0.71,0.73,0
106206,0.23,1,0.69,0.96,0
89274,0.14,1,0.95,0.77,0
22469,0.16,0,0.7,0.72,0
73947,0.79,0,0.72,0.62,0
42534,0.65,1,0.33,0.87,1
83620,0.75,0,0.86,0.95,0
68874,0.24,0,0.93,0.85,0
69708,0.77,0,0.92,0.84,0
94553,0.2,1,0.44,0.52,0
88344,0.46,1,0.45,0.9,0
69138,0.68,1,0.54,0.42,0
74302,0.34,0,0.5,0.85,0
67638,0.4,1,0.5,0.53,0
98249,0.19,1,0.69,0.69,0
125865,0.19,1,0.82,0.82,0
22719,0.53,1,0.91,0.86,1
42890,0.57,1,0.34,0.93,0
97236,0.64,1,0.48,0.57,0
56509,0.49,1,0.47,0.53,0
62534,0.55,0,0.53,1.0,0
122302,0.11,1,0.58,0.52,0
112241,0.21,1,0.55,0.8,0
38787,0.79,1,0.92,0.97,0
146209,0.15,1,0.58,0.94,0
68845,0.58,1,0.66,0.67,0
77932,0.22,1,0.79,0.78,0
112124,0.6,1,0.77,0.72,1
111659,0.59,1,0.68,0.61,0
53062,0.26,0,0.86,0.49,0
95713,0.29,1,0.71,0.88,0
107263,0.56,1,0.87,0.45,0
115756,0.37,1,0.5,0.77,0
80461,0.24,0,0.39,0.76,0
95418,0.61,0,0.83,0.6,0
86672,0.21,0,0.55,0.48,0
148232,0.7,0,0.72,0.88,0
54832,0.46,0,0.78,0.68,0
147335,0.17,1,0.51,0.84,0
51966,0.59,0,0.63,0.41,0
92545,0.46,1,0.88,0.44,0
32987,0.31,1,0.87,0.51,0
57311,0.4,0,0.79,0.47,0
51575,0.31,1,0.8,0.52,0
83852,0.28,1,0.88,0.81,0
147650,0.21,1,0.78,0.43,0
21007,0.35,0,0.52,0.42,0
90981,0.28,0,0.38,0.42,0
96242,0.58,1,0.57,0.82,0
67517,0.58,0,0.36,0.72,1
130022,0.45,0,0.38,0.62,0
49257,0.64,0,0.92,0.81,0
107272,0.69,1,0.74,0.73,1
62207,0.51,0,0.85,0.4,0
33281,0.53,1,0.72,0.9,0
81246,0.3,0,0.57,0.61,0
21435,0.73,1,0.32,0.64,1
118875,0.12,0,0.92,0.87,0
120686,0.34,1,0.35,0.51,0
111357,0.61,1,0.7,0.41,0
46660,0.16,1,0.37,0.95,0
25084,0.23,0,0.48,0.7,0
102197,0.51,1,0.42,0.61,1
33507,0.49,0,0.66,0.89,0
92595,0.62,1,0.88,0.42,0
103807,0.67,0,0.71,0.52,1
65539,0.19,1,0.73,0.49,0
135953,0.11,0,0.89,0.84,0
27491,0.58,0,0.79,0.59,0
147706,0.31,1,0.86,0.86,0
132831,0.54,1,0.57,0.42,0
70192,0.21,1,0.86,0.76,0
100395,0.43,1,0.72,0.59,0
143797,0.45,1,0.39,0.51,0
83888,0.51,1,0.33,0.89,0
93609,0.46,0,0.46,0.65,0
29077,0.45,0,0.55,0.74,1
137440,0.33,1,0.84,0.42,0
142901,0.15,1,0.78,0.87,0
40953,0.16,1,0.92,0.57,0
96919,0.4,1,0.66,0.82,0
134682,0.35,1,0.79,0.86,0
141041,0.46,1,0.48,0.47,0
87889,0.31,1,0.74,0.58,0
43821,0.58,0,0.76,0.83,0
57567,0.7,1,0.85,0.54,0
135374,0.31,1,0.65,0.91,1
44860,0.24,1,0.72,0.59,0
41195,0.18,1,0.43,0.64,0
97475,0.53,1,0.78,0.46,0
110874,0.41,0,0.84,0.49,0
107266,0.23,0,0.69,0.57,0
41427,0.56,1,0.38,0.43,1
120732,0.2,1,0.5,0.52,0
47083,0.49,1,0.61,0.65,0
107046,0.47,1,0.74,0.63,0
77372,0.61,0,0.51,0.52,0
143786,0.14,1,0.85,0.45,0
64064,0.72,0,0.54,0.59,0
27813,0.59,1,0.33,0.85,0
51598,0.25,1,0.82,0.71,0
132718,0.23,0,0.72,0.97,0
146879,0.4,1,0.82,0.48,0
113106,0.67,1,0.53,0.52,1
47082,0.69,0,0.31,0.57,0
49241,0.46,1,0.35,0.41,1
116214,0.7,1,0.37,0.97,0
64569,0.1,1,0.82,0.67,0
31745,0.12,1,0.5,0.69,0
46029,0.74,1,0.95,0.49,0
33025,0.64,1,0.79,0.92,1
121660,0.42,1,0.69,0.82,0
143395,0.63,1,0.94,0.66,0
34288,0.77,1,0.51,0.93,0
109186,0.64,1,0.41,0.94,0
26540,0.69,1,0.78,0.43,0
117768,0.63,1,0.48,0.47,0
101958,0.22,1,0.92,0.42,0
88878,0.68,1,0.94,0.75,0
61846,0.24,0,0.9,0.53,0
121148,0.72,0,0.91,0.91,0
95932,0.42,1,0.7,0.68,0
37482,0.57,1,0.75,0.9,0
43411,0.45,1,0.36,0.73,1
70975,0.17,1,0.8,0.88,1
80545,0.3,1,0.43,0.62,0
132302,0.79,0,0.85,0.97,0
98797,0.77,1,0.92,0.8,0
72307,0.32,0,0.44,0.76,0
23093,0.8,1,0.35,0.61,0
97258,0.69,1,0.61,0.96,0
42042,0.53,1,0.81,0.6,0
72930,0.13,0,0.8,0.9,0
137584,0.73,0,0.75,0.64,0
64413,0.49,1,0.83,0.86,1
133387,0.71,1,0.41,0.95,0
113623,0.68,1,0.72,0.68,0
117883,0.68,1,0.69,0.72,0
53756,0.59,1,0.4,0.6,0
73268,0.3,0,0.57,0.43,0
59214,0.34,0,0.85,0.79,0
101871,0.32,1,0.93,0.47,0
147844,0.11,1,0.73,0.61,0
48602,0.51,1,0.9,0.61,0
73331,0.59,0,0.39,0.49,0
68901,0.7,0,0.93,0.8,0
119986,0.2,1,0.32,0.5,0
83416,0.48,1,0.64,0.87,0
52196,0.11,1,0.49,0.55,0
148386,0.17,1,0.83,0.57,0
25626,0.14,1,0.44,0.61,0
27424,0.61,1,0.31,0.49,0
32857,0.16,1,0.57,0.66,0
130459,0.6,1,0.34,0.45,0
135621,0.27,1,0.49,0.66,0
39982,0.71,1,0.72,0.6,0
96961,0.67,1,0.49,0.6,0
21980,0.77,1,0.46,0.8,1
68290,0.72,0,0.4,0.86,0
46431,0.75,1,0.39,0.61,0
104976,0.7,0,0.64,0.56,1
127288,0.59,0,0.74,0.7,0
102711,0.22,0,0.59,0.87,1
134187,0.29,0,0.38,0.79,0
46385,0.25,1,0.72,0.42,0
58158,0.52,1,0.66,0.69,0
43019,0.45,1,0.55,0.99,1
38639,0.71,1,0.51,0.61,0
105530,0.77,1,0.42,0.66,0
119911,0.38,1,0.4,0.57,1
41563,0.45,1,0.52,0.7,0
59341,0.78,1,0.33,0.5,0
135672,0.29,1,0.58,0.55,0
25776,0.65,0,0.69,0.83,0
56444,0.26,1,0.91,0.48,1
88916,0.58,1,0.71,0.96,0
28711,0.28,1,0.71,0.58,0
94318,0.72,1,0.54,0.75,0
102970,0.49,0,0.39,0.59,1
132301,0.23,0,0.59,0.69,0
105553,0.26,1,0.69,0.94,0
50707,0.45,1,0.77,0.44,0
59110,0.77,0,0.84,0.91,1
149410,0.64,0,0.47,0.73,0
81788,0.44,1,0.46,0.8,1
102879,0.34,1,0.67,0.43,0
58827,0.48,1,0.67,0.86,0
127188,0.62,0,0.44,0.48,0
25655,0.65,0,0.68,0.98,0
64859,0.33,1,0.52,0.88,0
73625,0.6,1,0.72,0.7,0
72098,0.56,0,0.49,0.95,0
35251,0.77,1,0.68,0.5,0
142413,0.75,1,0.8,0.99,1
20526,0.65,1,0.94,0.83,1
88760,0.61,0,0.89,0.46,0
67837,0.29,1,0.63,0.72,0
145133,0.69,1,0.62,0.83,0
149478,0.4,1,0.58,0.77,0
31536,0.29,1,0.32,0.65,0
48541,0.37,1,0.41,0.55,0
99083,0.69,0,0.34,0.54,0
71027,0.2,1,0.75,0.96,0
54531,0.42,1,0.57,0.54,0
28712,0.44,1,0.34,0.98,0
124101,0.13,1,0.75,0.53,0
85455,0.24,1,0.72,0.63,0
94744,0.68,1,0.77,0.41,0
141787,0.68,0,0.69,0.94,0
149749,0.3,0,0.41,0.46,0
25109,0.71,1,0.34,0.61,0
141332,0.64,0,0.83,0.91,0
69268,0.39,1,0.44,0.88,0
120737,0.62,0,0.65,0.9,0
74615,0.77,1,0.62,0.95,0
102503,0.42,1,0.9,0.95,0
143274,0.27,0,0.66,0.86,0
49759,0.76,0,0.68,0.75,0
105708,0.52,1,0.51,0.74,0
80112,0.17,1,0.92,0.41,0
122471,0.5,1,0.7,0.83,1
146740,0.45,1,0.3,0.54,0
143153,0.7,1,0.66,0.9,0
46589,0.47,1,0.54,0.73,0
50015,0.28,0,0.32,0.99,0
49009,0.57,1,0.58,0.53,1
103309,0.48,0,0.8,0.83,1
146446,0.26,1,0.63,0.73,0
82046,0.5,1,0.72,0.96,0
126661,0.68,1,0.72,0.56,0
46143,0.12,1,0.74,0.44,0
26154,0.54,1,0.55,0.73,1
41804,0.34,1,0.54,0.71,0
61688,0.3,1,0.3,0.59,1
84288,0.37,0,0.4,0.99,0
71195,0.34,1,0.92,0.44,0
40581,0.68,0,0.85,0.74,0
72648,0.29,1,0.48,0.56,0
50087,0.61,1,0.56,0.4,1
69930,0.17,1,0.91,0.99,0
52981,0.77,1,0.46,0.69,0
89298,0.54,0,0.65,0.91,0
66167,0.59,1,0.31,0.9,0
95304,0.31,0,0.7,0.89,0
63408,0.39,0,0.9,0.68,1
59499,0.26,1,0.88,0.94,0
145816,0.75,0,0.63,0.62,0
72269,0.44,1,0.72,0.65,0
58559,0.54,1,0.67,0.55,0
134126,0.61,1,0.34,0.67,0
94319,0.36,0,0.4,0.99,1
131925,0.6,1,0.93,0.74,0
115317,0.57,1,0.47,0.9,0
116347,0.59,1,0.55,0.56,1
68787,0.44,1,0.63,0.97,1
55488,0.37,1,0.94,0.41,0
94441,0.26,0,0.75,0.96,0
94663,0.68,1,0.71,0.94,1
42431,0.53,1,0.64,0.44,0
81681,0.41,1,0.76,0.76,1
83483,0.76,0,0.73,0.87,0
142720,0.13,1,0.89,0.64,0
69153,0.7,1,0.65,0.46,0
26368,0.8,1,0.57,0.9,0
47424,0.72,1,0.82,0.68,1
132360,0.67,0,0.82,0.56,0
65004,0.36,1,0.41,0.44,0
103869,0.26,1,0.45,0.78,0
108652,0.61,1,0.92,0.43,0
132755,0.31,1,0.59,0.87,0
76985,0.22,0,0.64,0.86,0
70069,0.65,1,0.5,0.59,0
72326,0.32,0,0.61,0.68,0
128737,0.74,1,0.78,0.8,0
101061,0.69,0,0.61,0.98,0
43398,0.69,1,0.5,0.71,0
118393,0.64,1,0.36,1.0,0
70861,0.72,1,0.9,0.6,1
95897,0.66,1,0.87,0.72,0
101905,0.52,1,0.81,0.47,0
147118,0.31,1,0.75,0.73,0
88577,0.72,1,0.64,0.72,0
85641,0.69,1,0.88,0.91,0
29078,0.43,0,0.81,1.0,0
45003,0.13,1,0.83,0.99,1
82768,0.55,1,0.5,0.54,0
71047,0.14,0,0.58,0.6,0
91626,0.75,0,0.76,0.56,0
77660,0.77,1,0.54,0.52,0
124386,0.23,1,0.62,0.49,0
69786,0.57,0,0.72,0.71,0
21925,0.16,1,0.58,0.92,0
103976,0.61,1,0.82,0.75,0
125221,0.34,0,0.38,0.92,0
137832,0.58,0,0.77,0.98,0
145150,0.36,1,0.39,0.63,0
46015,0.2,1,0.91,0.9,0
53320,0.38,1,0.5,0.43,0
84881,0.18,1,0.82,0.69,0
110827,0.5,0,0.64,0.62,0
140071,0.13,1,0.36,0.52,0
122215,0.47,1,0.68,0.66,0
46289,0.72,1,0.89,0.67,0
148859,0.69,1,0.4,0.89,0
23389,0.72,0,0.51,0.92,0
45683,0.75,1,0.59,0.79,0
33629,0.17,0,0.48,0.78,0
81550,0.19,0,0.91,0.47,1
44826,0.49,1,0.55,0.75,0
120734,0.73,0,0.73,0.56,1
46630,0.78,1,0.45,0.58,0
118762,0.13,0,0.44,0.46,0
66163,0.35,0,0.41,0.78,0
118511,0.25,1,0.58,0.75,1
86435,0.63,0,0.65,0.53,1
31653,0.55,0,0.31,0.56,0
47961,0.18,1,0.84,0.86,0
101941,0.44,0,0.63,0.88,0
94137,0.58,0,0.4,0.7,0
53662,0.65,1,0.34,0.49,0
118818,0.11,0,0.34,0.43,0
76446,0.72,1,0.47,0.56,0
41288,0.5,0,0.62,0.84,0
142555,0.67,0,0.86,0.76,0
115081,0.67,1,0.89,0.83,0
56877,0.23,1,0.84,0.68,1
131562,0.18,0,0.51,0.85,0
35313,0.6,1,0.5,0.69,0
100885,0.21,0,0.94,0.45,0
92715,0.69,0,0.74,0.45,0
30326,0.61,1,0.5,0.9,0
130091,0.69,0,0.51,0.78,0
145836,0.31,1,0.58,0.57,0
21560,0.32,0,0.7,0.85,0
99148,0.57,1,0.88,0.48,0
103186,0.12,1,0.43,0.79,1
46745,0.61,1,0.35,0.99,0
51890,0.69,0,0.56,0.49,0
40022,0.39,1,0.46,0.49,0
143629,0.64,1,0.67,0.68,1
72579,0.22,1,0.75,0.79,0
90316,0.33,1,0.5,0.42,0
103847,0.78,1,0.75,0.7,0
48380,0.79,1,0.52,0.45,0
130198,0.46,1,0.71,0.54,1
22356,0.75,1,0.71,0.83,0
90326,0.47,1,0.48,0.84,0
112447,0.3,0,0.71,0.84,0
134994,0.29,1,0.55,0.44,0
109899,0.75,1,0.52,0.87,0
40049,0.22,1,0.49,0.66,0
95717,0.51,0,0.52,0.69,0
125361,0.49,1,0.81,0.65,0
36082,0.62,1,0.46,0.91,0
20661,0.45,1,0.74,0.81,0
57412,0.29,1,0.89,0.7,1
134015,0.22,1,0.53,0.9,0
143191,0.53,1,0.32,0.88,0
22920,0.6,0,0.32,0.4,0
111194,0.5,0,0.39,0.69,0
134306,0.62,0,0.37,0.43,1
80315,0.2,0,0.79,0.58,1
99561,0.72,1,0.49,0.88,0
28946,0.51,1,0.72,0.97,0
114242,0.19,1,0.33,0.55,1
65500,0.42,1,0.49,0.41,0
124540,0.69,1,0.45,0.64,0
36309,0.73,1,0.48,0.6,1
75230,0.29,1,0.42,0.81,0
131822,0.6,0,0.7,0.7,0
118656,0.17,1,0.73,0.64,0
143782,0.12,0,0.4,0.54,0
50027,0.49,1,0.78,0.9,0
146768,0.59,1,0.46,0.55,1
92541,0.66,1,0.48,0.43,0
132340,0.34,0,0.84,0.74,0
134846,0.1,1,0.89,0.59,0
79321,0.44,1,0.84,0.83,1
20956,0.11,0,0.4,0.45,0
120375,0.16,0,0.95,0.98,0
94131,0.33,1,0.74,0.51,0
67908,0.41,0,0.63,0.61,0
98339,0.3,1,0.92,0.69,1
145659,0.51,1,0.83,0.93,0
45963,0.14,1,0.75,0.83,0
121757,0.2,0,0.84,0.49,0
59443,0.59,1,0.55,0.66,0
119259,0.2,1,0.74,0.73,0
59063,0.55,0,0.42,0.82,0
134225,0.14,0,0.94,0.74,0
136400,0.39,0,0.68,0.67,0
100818,0.22,1,0.83,0.86,0
24703,0.18,1,0.56,0.63,0
85128,0.5,0,0.79,0.99,0
92099,0.75,1,0.55,0.97,0
45849,0.14,1,0.68,0.82,0
51860,0.4,1,0.81,0.93,1
51585,0.6,1,0.38,0.64,0
42015,0.42,0,0.53,0.75,0
97539,0.66,0,0.65,0.56,0
63585,0.23,1,0.52,0.93,0
46958,0.77,0,0.5,0.68,0
46017,0.37,1,0.48,0.72,1
96707,0.34,1,0.45,0.92,1
144677,0.71,1,0.85,0.88,0
65350,0.49,1,0.9,0.59,0
32201,0.46,1,0.76,0.45,0
49426,0.61,1,0.32,0.5,0
37778,0.51,1,0.81,0.6,0
65241,0.21,1,0.65,0.58,0
62229,0.57,1,0.79,0.42,0
106652,0.19,1,0.58,0.66,1
148267,0.66,0,0.33,0.46,0
138402,0.79,0,0.74,0.53,0
68364,0.36,1,0.59,0.87,0
118833,0.41,1,0.87,0.7,0
146503,0.13,1,0.78,0.62,0
149044,0.11,1,0.53,0.51,0
104878,0.74,0,0.77,0.92,0
77056,0.19,1,0.62,0.94,0
47490,0.41,1,0.43,0.71,0
147769,0.67,1,0.57,0.95,0
39975,0.72,1,0.44,0.68,0
46723,0.46,1,0.3,0.46,0
43279,0.5,1,0.46,0.41,0
98301,0.57,1,0.44,0.48,0
132214,0.77,1,0.3,0.77,0
31561,0.52,1,0.81,0.59,0
127435,0.49,0,0.35,0.79,0
86061,0.11,1,0.59,0.7,0
108397,0.16,1,0.57,0.6,0
69153,0.5,1,0.42,0.53,1
53142,0.76,1,0.93,0.45,1
46916,0.71,1,0.69,0.87,0
84324,0.79,1,0.83,0.89,1
64965,0.47,1,0.62,0.72,1
145932,0.65,1,0.77,0.49,1
24648,0.69,0,0.93,0.56,0
55133,0.55,1,0.53,0.97,1
70677,0.34,0,0.63,0.54,0
116059,0.43,0,0.63,0.43,0
114588,0.7,1,0.94,0.73,0
119950,0.31,1,0.45,0.56,0
118317,0.75,0,0.74,0.97,0
90135,0.26,1,0.39,0.74,1
55046,0.62,1,0.9,0.98,1
67064,0.54,0,0.68,0.87,1
121459,0.62,1,0.86,0.83,1
126625,0.41,1,0.88,0.9,0
89350,0.75,1,0.66,0.76,0
65893,0.54,1,0.74,0.41,1
121520,0.3,1,0.75,0.64,0
145818,0.55,1,0.6,0.53,1
81272,0.3,1,0.58,0.66,0
112152,0.31,1,0.42,0.68,1
142907,0.38,1,0.55,0.48,0
87649,0.7,1,0.94,0.41,0
84674,0.45,0,0.48,0.48,1
144132,0.58,0,0.8,0.91,0
139044,0.37,1,0.34,0.85,0
128542,0.28,1,0.6,0.88,0
33760,0.77,0,0.34,0.57,1
41927,0.52,1,0.61,0.54,0
106475,0.75,0,0.32,0.42,1
81367,0.24,0,0.7,0.68,0
117955,0.2,0,0.68,0.63,0
32588,0.7,1,0.82,0.9,0
141750,0.58,1,0.68,0.81,0
121678,0.23,0,0.9,0.49,0
124734,0.29,1,0.81,0.99,0
138154,0.66,0,0.39,0.86,0
72233,0.42,1,0.47,0.83,0
64738,0.57,0,0.32,0.53,1
53397,0.32,1,0.55,0.94,0
102189,0.37,1,0.63,0.68,0
96367,0.79,1,0.91,0.58,0
144873,0.27,0,0.64,0.79,0
91260,0.45,0,0.81,0.53,0
140585,0.69,1,0.47,0.94,0
96619,0.27,1,0.4,0.91,0
131453,0.39,1,0.83,0.68,0
39816,0.53,1,0.46,0.51,1
62240,0.44,1,0.87,0.7,0
26276,0.42,1,0.41,0.49,1
133939,0.35,1,0.85,0.56,1
124199,0.51,0,0.8,0.69,1
99530,0.54,1,0.7,0.41,0
43499,0.56,1,0.85,0.86,0
108576,0.15,1,0.51,0.52,0
128856,0.54,0,0.41,0.92,1
102495,0.77,1,0.4,0.41,0
141717,0.48,1,0.48,0.72,0
91635,0.6,1,0.59,0.87,0
127803,0.49,0,0.87,0.54,0
105112,0.7,1,0.36,0.82,0
55946,0.75,0,0.89,0.83,0
75204,0.23,1,0.9,0.78,0
71886,0.41,1,0.77,0.62,0
91652,0.37,1,0.89,0.87,0
35563,0.38,1,0.8,0.78,0
112324,0.19,1,0.64,0.75,0
112464,0.67,1,0.69,0.89,0
121872,0.13,0,0.71,0.55,0
29847,0.47,1,0.38,0.54,1
46155,0.56,1,0.43,0.63,0
99671,0.25,0,0.64,0.44,0
136891,0.73,1,0.37,0.6,1
103310,0.69,0,0.93,0.64,0
87278,0.43,0,0.63,0.7,0
38309,0.39,1,0.55,0.55,0
20619,0.27,1,0.4,0.94,0
103194,0.61,1,0.57,0.57,0
70108,0.19,1,0.5,0.91,1
54707,0.58,1,0.36,0.67,0
40337,0.69,0,0.93,0.83,0
145261,0.26,0,0.47,0.47,0
101537,0.71,1,0.75,0.73,0
86504,0.12,1,0.36,0.98,0
67614,0.74,1,0.89,0.8,0
111428,0.18,1,0.68,0.89,0
111155,0.55,0,0.73,0.56,1
20281,0.28,1,0.81,0.88,0
47420,0.69,1,0.69,0.61,0
100896,0.46,1,0.35,0.69,1
59030,0.19,0,0.58,0.51,0
21058,0.5,1,0.47,0.69,0
106213,0.39,0,0.62,0.71,0
96260,0.56,1,0.56,0.77,0
48404,0.72,0,0.84,0.92,0
123482,0.39,1,0.46,0.58,0
125284,0.3,1,0.43,0.99,0
49856,0.11,1,0.92,0.91,0
29200,0.5,1,0.92,0.64,0
84178,0.38,0,0.95,0.54,0
53997,0.36,1,0.67,0.44,0
45611,0.23,1,0.37,0.54,0
139273,0.4,1,0.87,0.93,0
61235,0.79,1,0.39,0.58,0
137428,0.31,1,0.4,0.48,1
55057,0.52,1,0.43,0.41,0
21239,0.64,1,0.72,0.58,0
123674,0.62,1,0.37,0.53,0
134474,0.33,0,0.81,0.46,0
85661,0.53,0,0.34,0.97,0
146945,0.71,0,0.37,0.56,1
65272,0.11,0,0.58,0.4,0
109393,0.41,1,0.55,0.97,0
81212,0.26,0,0.94,0.75,0
144088,0.37,0,0.93,0.45,0
35398,0.39,1,0.42,0.42,0
140030,0.62,1,0.92,0.46,0
76503,0.17,1,0.75,0.75,0
26638,0.46,1,0.57,0.44,0
26570,0.49,0,0.78,0.74,1
88785,0.45,0,0.89,0.79,0
29110,0.61,1,0.42,0.49,0
125899,0.37,1,0.43,0.69,0
99141,0.76,1,0.57,0.98,0
32115,0.44,1,0.41,0.9,0
59062,0.5,0,0.53,0.83,0
42911,0.68,1,0.72,0.71,0
124061,0.29,0,0.83,0.64,0
52556,0.15,1,0.5,0.67,0
98131,0.6,1,0.48,0.86,1
